name,birthdate,group,source,ohang_vector
델라,1995-09-03,Rockit Girl,kaggle,"[0.2380952381, 0.1904761905, 0.0476190476, 0.3333333333, 0.1904761905]"
데니스,2001-01-11,SECRET NUMBER,kaggle,"[0.2173913043, 0.0434782609, 0.4782608696, 0.1739130435, 0.0869565217]"
데이,2003-06-11,YOUNITE,kaggle,"[0.4090909091, 0.2272727273, 0.2727272727, 0.0, 0.0909090909]"
디아,1999-09-03,Maka Maka,kaggle,"[0.1818181818, 0.1818181818, 0.3636363636, 0.1363636364, 0.1363636364]"
디아,2001-07-16,Pixy,kaggle,"[0.1739130435, 0.1739130435, 0.3043478261, 0.3043478261, 0.0434782609]"
디노,1999-02-11,Seventeen,kaggle,"[0.5, 0.3181818182, 0.1818181818, 0.0, 0.0]"
디타,1996-12-25,SECRET NUMBER,kaggle,"[0.0, 0.2857142857, 0.0476190476, 0.2380952381, 0.4285714286]"
닥,1998-02-16,BLANK2Y,kaggle,"[0.5217391304, 0.2608695652, 0.2173913043, 0.0, 0.0]"
디케이,1997-01-03,iKON,kaggle,"[0.1904761905, 0.2380952381, 0.0476190476, 0.1428571429, 0.380952381]"
도겸,1997-02-18,Seventeen,kaggle,"[0.3181818182, 0.1363636364, 0.1818181818, 0.2272727273, 0.1363636364]"
도아,2001-10-29,We;Na,kaggle,"[0.1739130435, 0.1739130435, 0.3913043478, 0.2173913043, 0.0434782609]"
도아,1999-02-02,ALICE,kaggle,"[0.4090909091, 0.0454545455, 0.2727272727, 0.2272727273, 0.0454545455]"
도아,2003-12-04,FANATICS,kaggle,"[0.1428571429, 0.0476190476, 0.1428571429, 0.1904761905, 0.4761904762]"
도하,2004-03-07,BAE173,kaggle,"[0.4761904762, 0.0952380952, 0.0476190476, 0.3333333333, 0.0476190476]"
도하,1992-03-27,XEED,kaggle,"[0.3181818182, 0.0454545455, 0.0909090909, 0.1363636364, 0.4090909091]"
도희,1999-09-24,솔로,kaggle,"[0.4, 0.0, 0.3, 0.2, 0.1]"
도희,2002-08-01,Cignature,kaggle,"[0.0434782609, 0.3043478261, 0.3043478261, 0.2173913043, 0.1304347826]"
도희,1994-09-25,Tiny-G,kaggle,"[0.4090909091, 0.0909090909, 0.1818181818, 0.2272727273, 0.0909090909]"
도환,2003-08-26,Ciipher,kaggle,"[0.0869565217, 0.0869565217, 0.3043478261, 0.3913043478, 0.1304347826]"
도현,2004-11-10,BAE173,kaggle,"[0.2272727273, 0.1363636364, 0.0909090909, 0.1818181818, 0.3636363636]"
도혁,1998-01-16,14U,kaggle,"[0.0454545455, 0.0909090909, 0.2727272727, 0.0909090909, 0.5]"
도이,1994-04-12,FANATICS,kaggle,"[0.1739130435, 0.0434782609, 0.652173913, 0.0434782609, 0.0869565217]"
도진,1997-03-07,ENOi,kaggle,"[0.1818181818, 0.0909090909, 0.3636363636, 0.1818181818, 0.1818181818]"
도균,1991-02-11,HISTORY,kaggle,"[0.1818181818, 0.0909090909, 0.1818181818, 0.1818181818, 0.3636363636]"
동건,1999-07-15,TOO,kaggle,"[0.2727272727, 0.0454545455, 0.5454545455, 0.0909090909, 0.0454545455]"
동해,1986-10-15,Super Junior,kaggle,"[0.1739130435, 0.1739130435, 0.3913043478, 0.0434782609, 0.2173913043]"
동한,1998-07-03,WEi,kaggle,"[0.1818181818, 0.2272727273, 0.2727272727, 0.1818181818, 0.1363636364]"
동헌,1995-08-04,Verivery,kaggle,"[0.380952381, 0.2380952381, 0.1428571429, 0.0, 0.2380952381]"
동훈,1993-05-15,A.C.E,kaggle,"[0.0, 0.4090909091, 0.0909090909, 0.3636363636, 0.1363636364]"
동혁,1999-12-18,BLANK2Y,kaggle,"[0.4285714286, 0.0952380952, 0.2380952381, 0.0, 0.2380952381]"
동현,1998-09-17,AB6IX,kaggle,"[0.3333333333, 0.2380952381, 0.1428571429, 0.2857142857, 0.0]"
동현,1989-02-12,Boyfriend,kaggle,"[0.3181818182, 0.2727272727, 0.1818181818, 0.0454545455, 0.1818181818]"
동현,1999-02-23,Golden Child,kaggle,"[0.3181818182, 0.5, 0.1818181818, 0.0, 0.0]"
동준,1999-09-07,솔로,kaggle,"[0.1818181818, 0.0454545455, 0.2727272727, 0.1818181818, 0.3181818182]"
동준,1992-02-11,ZE:A,kaggle,"[0.1304347826, 0.347826087, 0.1304347826, 0.1739130435, 0.2173913043]"
동규,1992-11-16,Spectrum,kaggle,"[0.0454545455, 0.1818181818, 0.0909090909, 0.3636363636, 0.3181818182]"
동명,2000-01-20,Onewe,kaggle,"[0.1818181818, 0.2727272727, 0.3636363636, 0.0909090909, 0.0909090909]"
동표,2002-09-09,Mirae,kaggle,"[0.0454545455, 0.1818181818, 0.2727272727, 0.3636363636, 0.1363636364]"
동완,1979-11-21,Shinhwa,kaggle,"[0.2272727273, 0.0454545455, 0.3636363636, 0.0, 0.3636363636]"
동원,1994-01-01,KNK,kaggle,"[0.15, 0.2, 0.0, 0.2, 0.45]"
동우,1990-11-22,Infinite,kaggle,"[0.2380952381, 0.2857142857, 0.0476190476, 0.2857142857, 0.1428571429]"
동운,1991-06-06,Highlight,kaggle,"[0.1739130435, 0.4347826087, 0.3043478261, 0.0869565217, 0.0]"
동윤,2002-02-18,DRIPPIN,kaggle,"[0.1304347826, 0.5217391304, 0.1304347826, 0.0434782609, 0.1739130435]"
두준,1989-07-04,Highlight,kaggle,"[0.1739130435, 0.3043478261, 0.3043478261, 0.1739130435, 0.0434782609]"
도륜,2000-05-01,AIMERS,kaggle,"[0.1304347826, 0.0434782609, 0.5652173913, 0.1739130435, 0.0869565217]"
도시,2000-02-11,Purple Kiss,kaggle,"[0.2272727273, 0.0454545455, 0.4545454545, 0.0909090909, 0.1818181818]"
도현,2000-12-25,Mirae,kaggle,"[0.0454545455, 0.3181818182, 0.2727272727, 0.1363636364, 0.2272727273]"
도운,1995-08-25,DAY6,kaggle,"[0.2380952381, 0.0, 0.2380952381, 0.1428571429, 0.380952381]"
도연,1999-12-04,Weki Meki,kaggle,"[0.4761904762, 0.0476190476, 0.1428571429, 0.1904761905, 0.1428571429]"
도영,1996-02-01,NCT,kaggle,"[0.1818181818, 0.0, 0.5454545455, 0.0454545455, 0.2272727273]"
도영,2003-12-04,Treasure,kaggle,"[0.1428571429, 0.0476190476, 0.1428571429, 0.1904761905, 0.4761904762]"
두나,2005-04-28,CSR,kaggle,"[0.1363636364, 0.1818181818, 0.1818181818, 0.2727272727, 0.2272727273]"
도염,2002-02-21,JUST B,kaggle,"[0.1304347826, 0.2173913043, 0.1304347826, 0.3043478261, 0.2173913043]"
딜란,2002-07-26,D-CRUNCH,kaggle,"[0.2608695652, 0.347826087, 0.3043478261, 0.0, 0.0869565217]"
이지,2000-11-08,ICHILLIN',kaggle,"[0.0909090909, 0.2727272727, 0.1818181818, 0.2727272727, 0.1818181818]"
이샤,1998-12-29,X:IN,kaggle,"[0.2272727273, 0.0909090909, 0.2727272727, 0.2272727273, 0.1818181818]"
이솔,1992-09-17,14U,kaggle,"[0.0, 0.1818181818, 0.1818181818, 0.4545454545, 0.1818181818]"
이유,1998-05-19,Everglow,kaggle,"[0.2608695652, 0.4782608696, 0.2173913043, 0.0434782609, 0.0]"
이찬,1997-02-19,DKB,kaggle,"[0.1739130435, 0.1304347826, 0.3043478261, 0.0434782609, 0.347826087]"
이던,1994-06-01,솔로,kaggle,"[0.0869565217, 0.347826087, 0.4782608696, 0.0869565217, 0.0]"
이든,1998-03-27,NINE.i,kaggle,"[0.4285714286, 0.0476190476, 0.1428571429, 0.1904761905, 0.1904761905]"
이제이,1997-08-13,ALICE,kaggle,"[0.0454545455, 0.2727272727, 0.2727272727, 0.1818181818, 0.2272727273]"
일라이,1991-03-13,U-KISS,kaggle,"[0.2272727273, 0.2272727273, 0.1818181818, 0.1818181818, 0.1818181818]"
엘키,1998-11-02,솔로,kaggle,"[0.1304347826, 0.0869565217, 0.3913043478, 0.0869565217, 0.3043478261]"
엘라,1998-03-26,솔로,kaggle,"[0.4090909091, 0.0454545455, 0.1818181818, 0.1363636364, 0.2272727273]"
엘린,1990-04-02,Crayon Pop,kaggle,"[0.1904761905, 0.380952381, 0.1428571429, 0.2857142857, 0.0]"
엘리,1998-07-20,Weki Meki,kaggle,"[0.2173913043, 0.0869565217, 0.652173913, 0.0, 0.0434782609]"
엘린,2002-10-19,Girlkind,kaggle,"[0.0, 0.2173913043, 0.2173913043, 0.4347826087, 0.1304347826]"
엘바,2003-05-05,ILY:1,kaggle,"[0.2173913043, 0.1739130435, 0.4782608696, 0.0, 0.1304347826]"
에릭,1979-02-16,Shinhwa,kaggle,"[0.4782608696, 0.2173913043, 0.3043478261, 0.0, 0.0]"
에릭,2000-12-22,The Boyz,kaggle,"[0.3636363636, 0.0454545455, 0.2727272727, 0.0909090909, 0.2272727273]"
이서,1996-03-04,LUNARSOLAR,kaggle,"[0.1428571429, 0.1428571429, 0.0476190476, 0.2857142857, 0.380952381]"
이슨,1996-12-28,We In The Zone,kaggle,"[0.05, 0.1, 0.2, 0.1, 0.55]"
이션,1994-12-24,ONF,kaggle,"[0.2727272727, 0.1363636364, 0.1818181818, 0.1818181818, 0.2272727273]"
이유애린,1988-05-03,솔로,kaggle,"[0.0869565217, 0.2608695652, 0.5652173913, 0.0, 0.0869565217]"
의진,1990-02-15,Bigflo,kaggle,"[0.1818181818, 0.2272727273, 0.1818181818, 0.2727272727, 0.1363636364]"
의진,1996-10-08,Sonamoo,kaggle,"[0.1363636364, 0.1818181818, 0.4545454545, 0.0454545455, 0.1818181818]"
은,1990-05-14,Two X,kaggle,"[0.1818181818, 0.3181818182, 0.2727272727, 0.2272727273, 0.0]"
은아,2003-05-25,We;Na,kaggle,"[0.0434782609, 0.3043478261, 0.4782608696, 0.0869565217, 0.0869565217]"
은비,2000-09-17,Maka Maka,kaggle,"[0.2727272727, 0.0454545455, 0.3636363636, 0.2727272727, 0.0454545455]"
은비,2000-11-23,PRECIOUS,kaggle,"[0.2857142857, 0.0952380952, 0.1428571429, 0.2857142857, 0.1904761905]"
은비,1995-09-27,IZ*ONE,kaggle,"[0.25, 0.0, 0.0, 0.6, 0.15]"
은빈,2000-01-06,CLC,kaggle,"[0.2380952381, 0.0952380952, 0.2380952381, 0.0476190476, 0.380952381]"
은채,1999-10-06,bugAboo,kaggle,"[0.4, 0.0, 0.1, 0.4, 0.1]"
은채,1999-05-26,DIA,kaggle,"[0.3181818182, 0.1818181818, 0.4545454545, 0.0454545455, 0.0]"
은채,2006-11-10,LE SSERAFIM,kaggle,"[0.2380952381, 0.1428571429, 0.2380952381, 0.0476190476, 0.3333333333]"
은찬,2001-02-27,TEMPEST,kaggle,"[0.1363636364, 0.1818181818, 0.0909090909, 0.5909090909, 0.0]"
은하,1997-05-30,VIVIZ,kaggle,"[0.0869565217, 0.2173913043, 0.2173913043, 0.2173913043, 0.2608695652]"
은호,1992-09-10,UNVS,kaggle,"[0.0, 0.0, 0.4545454545, 0.3636363636, 0.1818181818]"
은호,2001-03-25,YOUNITE,kaggle,"[0.2380952381, 0.3333333333, 0.0476190476, 0.2380952381, 0.1428571429]"
은혁,1986-04-04,Super Junior,kaggle,"[0.4545454545, 0.1818181818, 0.2727272727, 0.0909090909, 0.0]"
유니스,1991-09-02,DIA,kaggle,"[0.2727272727, 0.1363636364, 0.1818181818, 0.2272727273, 0.1818181818]"
은일,2003-11-21,TRENDZ,kaggle,"[0.0909090909, 0.0909090909, 0.4545454545, 0.0454545455, 0.3181818182]"
은재,1996-05-02,14U,kaggle,"[0.0952380952, 0.0952380952, 0.3333333333, 0.0, 0.4761904762]"
은지,1993-08-18,Apink,kaggle,"[0.0454545455, 0.0454545455, 0.1818181818, 0.5909090909, 0.1363636364]"
은지,1992-07-19,Brave Girls,kaggle,"[0.0434782609, 0.3043478261, 0.2173913043, 0.2608695652, 0.1739130435]"
은진,1997-08-31,솔로,kaggle,"[0.1739130435, 0.2173913043, 0.3043478261, 0.2173913043, 0.0869565217]"
은진,1998-11-05,Highteen,kaggle,"[0.1739130435, 0.2608695652, 0.3913043478, 0.0434782609, 0.1304347826]"
은진,1997-05-23,Playback,kaggle,"[0.2608695652, 0.2173913043, 0.3043478261, 0.1304347826, 0.0869565217]"
은조,2002-03-07,Dreamnote,kaggle,"[0.3636363636, 0.2272727273, 0.1818181818, 0.0454545455, 0.1818181818]"
은준,1999-08-06,AIMERS,kaggle,"[0.3636363636, 0.0909090909, 0.2727272727, 0.2727272727, 0.0]"
은정,1988-12-12,T-ara,kaggle,"[0.1363636364, 0.0, 0.3636363636, 0.2272727273, 0.2727272727]"
은기,1997-09-29,솔로,kaggle,"[0.1818181818, 0.1363636364, 0.3636363636, 0.2727272727, 0.0454545455]"
은광,1990-11-22,BtoB,kaggle,"[0.2380952381, 0.2857142857, 0.0476190476, 0.2857142857, 0.1428571429]"
은상,2002-10-26,YOUNITE,kaggle,"[0.1818181818, 0.4090909091, 0.1818181818, 0.1363636364, 0.0909090909]"
은서,1998-05-27,WJSN,kaggle,"[0.3043478261, 0.3043478261, 0.3043478261, 0.0869565217, 0.0]"
은성,2000-09-07,TheEastLight,kaggle,"[0.1818181818, 0.0, 0.4545454545, 0.2727272727, 0.0909090909]"
은우,1997-03-30,ASTRO,kaggle,"[0.2272727273, 0.1363636364, 0.2727272727, 0.2272727273, 0.1363636364]"
은우,1998-07-01,Hinapia,kaggle,"[0.1363636364, 0.2272727273, 0.4545454545, 0.1818181818, 0.0]"
은영,1992-06-12,Two X,kaggle,"[0.0434782609, 0.3043478261, 0.3913043478, 0.1304347826, 0.1304347826]"
엑시,1995-11-06,WJSN,kaggle,"[0.1363636364, 0.1363636364, 0.2727272727, 0.2727272727, 0.1818181818]"
아이디,1995-12-08,솔로,kaggle,"[0.15, 0.0, 0.1, 0.2, 0.55]"
이영,1992-08-16,After School,kaggle,"[0.1818181818, 0.0, 0.1818181818, 0.2727272727, 0.3636363636]"
파투,1995-03-23,Blackswan,kaggle,"[0.3333333333, 0.0, 0.2380952381, 0.0476190476, 0.380952381]"
페이,1987-04-27,miss A,kaggle,"[0.3181818182, 0.4545454545, 0.1818181818, 0.0, 0.0454545455]"
필릭스,2000-09-15,Stray Kids,kaggle,"[0.1428571429, 0.1904761905, 0.1428571429, 0.2857142857, 0.2380952381]"
지나,1987-09-13,솔로,kaggle,"[0.380952381, 0.0952380952, 0.2380952381, 0.2380952381, 0.0476190476]"
지오,1987-11-06,MBLAQ,kaggle,"[0.2272727273, 0.1818181818, 0.4545454545, 0.1363636364, 0.0]"
가빈,1989-09-18,Blady,kaggle,"[0.0, 0.2727272727, 0.1818181818, 0.4545454545, 0.0909090909]"
가빈,2001-09-11,JWiiver,kaggle,"[0.0, 0.4090909091, 0.1818181818, 0.3636363636, 0.0454545455]"
가을,1999-05-08,Favorite,kaggle,"[0.1818181818, 0.1363636364, 0.2727272727, 0.3636363636, 0.0454545455]"
가을,2002-09-24,IVE,kaggle,"[0.2272727273, 0.2272727273, 0.2727272727, 0.1818181818, 0.0909090909]"
가은,1992-07-28,솔로,kaggle,"[0.2173913043, 0.2608695652, 0.2173913043, 0.1739130435, 0.1304347826]"
가은,2000-07-18,ARTBEAT,kaggle,"[0.0869565217, 0.2173913043, 0.3913043478, 0.1304347826, 0.1739130435]"
가은,2005-11-08,LIMELIGHT,kaggle,"[0.1428571429, 0.2857142857, 0.0476190476, 0.3333333333, 0.1904761905]"
가가,1999-09-01,솔로,kaggle,"[0.2272727273, 0.1818181818, 0.2727272727, 0.1363636364, 0.1818181818]"
가가,1994-11-10,Gate9,kaggle,"[0.2380952381, 0.0476190476, 0.1428571429, 0.2380952381, 0.3333333333]"
가현,1999-02-03,Dreamcatcher,kaggle,"[0.2173913043, 0.2608695652, 0.3913043478, 0.0869565217, 0.0434782609]"
가인,1987-09-20,Brown Eyed Girls,kaggle,"[0.1904761905, 0.0952380952, 0.1428571429, 0.3333333333, 0.2380952381]"
가온,2001-03-09,Bonus Baby,kaggle,"[0.2272727273, 0.1818181818, 0.1818181818, 0.4090909091, 0.0]"
가람,2005-11-16,솔로,kaggle,"[0.380952381, 0.0952380952, 0.1428571429, 0.1904761905, 0.1904761905]"
가윤,1990-05-18,4minute,kaggle,"[0.0434782609, 0.347826087, 0.2173913043, 0.2173913043, 0.1739130435]"
가영,1991-12-02,Stellar,kaggle,"[0.0909090909, 0.4090909091, 0.2727272727, 0.0909090909, 0.1363636364]"
지드래곤,1988-08-18,BIGBANG,kaggle,"[0.2173913043, 0.1304347826, 0.3043478261, 0.2608695652, 0.0869565217]"
지니,2002-03-19,TRACER,kaggle,"[0.1818181818, 0.4090909091, 0.1818181818, 0.0454545455, 0.1818181818]"
건우,2001-02-02,JUST B,kaggle,"[0.0434782609, 0.1739130435, 0.3913043478, 0.2608695652, 0.1304347826]"
금희,2005-03-04,CSR,kaggle,"[0.2857142857, 0.2380952381, 0.1428571429, 0.1904761905, 0.1428571429]"
금미,1988-06-18,Crayon Pop,kaggle,"[0.2608695652, 0.1739130435, 0.4782608696, 0.0, 0.0869565217]"
기환,1993-11-24,SIGNAL,kaggle,"[0.05, 0.0, 0.2, 0.4, 0.35]"
기중,2001-01-24,IM,kaggle,"[0.0909090909, 0.1818181818, 0.3636363636, 0.1363636364, 0.2272727273]"
기광,1990-03-30,Highlight,kaggle,"[0.3636363636, 0.3636363636, 0.1818181818, 0.0909090909, 0.0]"
기루,1991-08-14,Blady,kaggle,"[0.0869565217, 0.3043478261, 0.3043478261, 0.2173913043, 0.0869565217]"
지젤,2000-10-30,aespa,kaggle,"[0.0454545455, 0.1363636364, 0.2727272727, 0.5, 0.0454545455]"
기석,1997-05-02,IM,kaggle,"[0.347826087, 0.0869565217, 0.3913043478, 0.0434782609, 0.1304347826]"
지케이,1998-09-29,DKB,kaggle,"[0.3333333333, 0.0476190476, 0.3333333333, 0.2857142857, 0.0]"
장준호,2001-06-15,BLITZERS,kaggle,"[0.0909090909, 0.3181818182, 0.2727272727, 0.3181818182, 0.0]"
고은,1999-09-03,Purple Kiss,kaggle,"[0.1818181818, 0.1818181818, 0.3636363636, 0.1363636364, 0.1363636364]"
곤,1992-08-01,솔로,kaggle,"[0.0454545455, 0.1363636364, 0.3636363636, 0.3181818182, 0.1363636364]"
고현,1994-10-01,14U,kaggle,"[0.0909090909, 0.0454545455, 0.1818181818, 0.5454545455, 0.1363636364]"
곤,1998-11-13,ARGON,kaggle,"[0.380952381, 0.0476190476, 0.1428571429, 0.0, 0.4285714286]"
공찬,1993-08-14,B1A4,kaggle,"[0.1904761905, 0.1904761905, 0.0476190476, 0.4285714286, 0.1428571429]"
고원,2000-11-19,LOONA,kaggle,"[0.0909090909, 0.2272727273, 0.1818181818, 0.3181818182, 0.1818181818]"
고운,1998-12-18,Berry Good,kaggle,"[0.2857142857, 0.0476190476, 0.3333333333, 0.0, 0.3333333333]"
그레이시,1996-10-28,H.U.B,kaggle,"[0.0, 0.1818181818, 0.5454545455, 0.0909090909, 0.1818181818]"
건,2001-09-29,14U,kaggle,"[0.2272727273, 0.2727272727, 0.1818181818, 0.3181818182, 0.0]"
건민,1994-10-03,B.I.G,kaggle,"[0.0909090909, 0.0909090909, 0.2727272727, 0.2727272727, 0.2727272727]"
건우,1989-01-30,MYNAME,kaggle,"[0.2608695652, 0.0434782609, 0.3913043478, 0.2173913043, 0.0869565217]"
건우,2002-05-28,T1419,kaggle,"[0.0869565217, 0.4782608696, 0.1304347826, 0.1739130435, 0.1304347826]"
계현,1999-05-14,Verivery,kaggle,"[0.3181818182, 0.3636363636, 0.2727272727, 0.0454545455, 0.0]"
경태,2000-07-23,14U,kaggle,"[0.0869565217, 0.2173913043, 0.3043478261, 0.0869565217, 0.3043478261]"
규진,1997-11-21,UP10TION,kaggle,"[0.2380952381, 0.2857142857, 0.1428571429, 0.1428571429, 0.1904761905]"
규리,1997-12-27,솔로,kaggle,"[0.1904761905, 0.0952380952, 0.1428571429, 0.0476190476, 0.5238095238]"
규리,1988-05-21,KARA,kaggle,"[0.0454545455, 0.4090909091, 0.2727272727, 0.0454545455, 0.2272727273]"
하빈,2002-03-10,솔로,kaggle,"[0.1818181818, 0.3636363636, 0.1818181818, 0.0454545455, 0.2272727273]"
해빈,1995-08-16,Gugudan,kaggle,"[0.4285714286, 0.0, 0.2380952381, 0.1428571429, 0.1904761905]"
해찬,2000-06-06,NCT,kaggle,"[0.2608695652, 0.2173913043, 0.3043478261, 0.0869565217, 0.1304347826]"
해인,1995-05-19,LABOUM,kaggle,"[0.1363636364, 0.1818181818, 0.1818181818, 0.3636363636, 0.1363636364]"
해민,2004-03-16,8TURN,kaggle,"[0.4545454545, 0.2727272727, 0.0909090909, 0.1363636364, 0.0454545455]"
해나,2002-02-19,ANS,kaggle,"[0.1304347826, 0.3913043478, 0.3043478261, 0.0, 0.1739130435]"
해나,1991-06-02,Matilda,kaggle,"[0.2272727273, 0.1818181818, 0.1818181818, 0.1363636364, 0.2727272727]"
해리,1985-02-14,Davichi,kaggle,"[0.3913043478, 0.0434782609, 0.3043478261, 0.1739130435, 0.0869565217]"
해리,1997-01-14,P.O.P,kaggle,"[0.0454545455, 0.2727272727, 0.2727272727, 0.1363636364, 0.2727272727]"
해린,2006-05-15,NewJeans,kaggle,"[0.2173913043, 0.2608695652, 0.3043478261, 0.0869565217, 0.1304347826]"
해령,1994-11-11,BESTie,kaggle,"[0.2272727273, 0.0454545455, 0.2727272727, 0.2727272727, 0.1818181818]"
하은,1999-03-12,3YE,kaggle,"[0.45, 0.1, 0.1, 0.0, 0.35]"
하은,2002-06-25,ARTBEAT,kaggle,"[0.1818181818, 0.4545454545, 0.0909090909, 0.0, 0.2727272727]"
하은,2008-11-02,Lapillus,kaggle,"[0.0, 0.4090909091, 0.2727272727, 0.0454545455, 0.2727272727]"
해원,2003-02-25,NMIXX,kaggle,"[0.2608695652, 0.2173913043, 0.3913043478, 0.0434782609, 0.0869565217]"
해연,1994-01-11,Gate9,kaggle,"[0.0952380952, 0.1904761905, 0.1428571429, 0.4285714286, 0.1428571429]"
해윤,1996-01-10,Cherry Bullet,kaggle,"[0.1363636364, 0.3636363636, 0.2727272727, 0.0454545455, 0.1818181818]"
하정,1997-09-23,솔로,kaggle,"[0.0454545455, 0.0909090909, 0.5454545455, 0.2272727273, 0.0909090909]"
학민,2000-09-20,TRCNG,kaggle,"[0.1363636364, 0.1363636364, 0.1818181818, 0.5, 0.0454545455]"
하민,1997-10-24,ENOi,kaggle,"[0.0454545455, 0.1363636364, 0.4545454545, 0.1818181818, 0.1818181818]"
한,2000-09-14,Stray Kids,kaggle,"[0.380952381, 0.0, 0.1428571429, 0.2857142857, 0.1904761905]"
한경,1984-02-09,솔로,kaggle,"[0.2380952381, 0.1428571429, 0.0476190476, 0.1904761905, 0.380952381]"
한혜리,1997-08-24,I.B.I,kaggle,"[0.0, 0.1304347826, 0.5652173913, 0.2173913043, 0.0869565217]"
한이슬,2000-02-12,Rockit Girl,kaggle,"[0.1818181818, 0.0454545455, 0.2727272727, 0.2727272727, 0.2272727273]"
하나,1993-04-30,Gugudan,kaggle,"[0.0454545455, 0.2272727273, 0.1818181818, 0.4090909091, 0.1363636364]"
하나,2000-02-27,ILY:1,kaggle,"[0.5454545455, 0.0454545455, 0.2727272727, 0.0909090909, 0.0454545455]"
하나,1990-02-02,SECRET,kaggle,"[0.0, 0.2608695652, 0.5652173913, 0.1304347826, 0.0434782609]"
한빈,1998-01-19,TEMPEST,kaggle,"[0.1304347826, 0.3043478261, 0.3043478261, 0.0869565217, 0.1739130435]"
한별,2003-10-13,솔로,kaggle,"[0.0869565217, 0.1304347826, 0.5652173913, 0.0434782609, 0.1739130435]"
한별,2005-07-01,PRECIOUS,kaggle,"[0.0909090909, 0.4090909091, 0.1818181818, 0.2272727273, 0.0909090909]"
한동,1996-03-26,Dreamcatcher,kaggle,"[0.1904761905, 0.1428571429, 0.1428571429, 0.1428571429, 0.380952381]"
하늘,1996-06-03,ARGON,kaggle,"[0.0454545455, 0.2727272727, 0.1818181818, 0.2272727273, 0.2727272727]"
하늘,2000-11-28,Saturday,kaggle,"[0.2272727273, 0.1363636364, 0.1818181818, 0.2727272727, 0.1818181818]"
한겸,1996-07-17,OMEGA X,kaggle,"[0.5238095238, 0.1428571429, 0.1428571429, 0.0, 0.1904761905]"
한결,1999-12-07,BAE173,kaggle,"[0.1904761905, 0.2380952381, 0.1428571429, 0.0476190476, 0.380952381]"
하니,1992-05-01,EXID,kaggle,"[0.1304347826, 0.1739130435, 0.3043478261, 0.1739130435, 0.2173913043]"
한국,2002-04-03,TRENDZ,kaggle,"[0.1818181818, 0.1818181818, 0.1818181818, 0.2272727273, 0.2272727273]"
한나,1994-02-19,MIXX,kaggle,"[0.2272727273, 0.3636363636, 0.1818181818, 0.0454545455, 0.1818181818]"
해나,1999-10-23,Queenz Eye,kaggle,"[0.2727272727, 0.0454545455, 0.4545454545, 0.1818181818, 0.0454545455]"
하니,2004-10-06,NewJeans,kaggle,"[0.0909090909, 0.1818181818, 0.2727272727, 0.3181818182, 0.1363636364]"
한세,1997-09-25,VICTON,kaggle,"[0.0, 0.2727272727, 0.2727272727, 0.4090909091, 0.0454545455]"
한솔,1993-06-15,솔로,kaggle,"[0.1904761905, 0.380952381, 0.1428571429, 0.1904761905, 0.0952380952]"
한움,2001-06-05,PRECIOUS,kaggle,"[0.1363636364, 0.3181818182, 0.2727272727, 0.1363636364, 0.1363636364]"
하라,1991-01-13,KARA,kaggle,"[0.0434782609, 0.2173913043, 0.3913043478, 0.1304347826, 0.2173913043]"
하람,2007-10-17,BABYMONSTER,kaggle,"[0.2272727273, 0.1363636364, 0.1818181818, 0.2727272727, 0.1818181818]"
하람,2001-01-13,Billlie,kaggle,"[0.0454545455, 0.1818181818, 0.3636363636, 0.1363636364, 0.2727272727]"
하리,2005-04-08,Girls' World,kaggle,"[0.1363636364, 0.0454545455, 0.2727272727, 0.3181818182, 0.2272727273]"
하린,2000-12-07,BOTOPASS,kaggle,"[0.0952380952, 0.0, 0.4285714286, 0.0952380952, 0.380952381]"
하린,1995-11-21,Lusty,kaggle,"[0.2380952381, 0.2857142857, 0.1428571429, 0.0, 0.3333333333]"
주하린,1998-03-29,Onewe,kaggle,"[0.6666666667, 0.0476190476, 0.1428571429, 0.0, 0.1428571429]"
하린,2000-05-26,Pink Fantasy,kaggle,"[0.2173913043, 0.1304347826, 0.2173913043, 0.347826087, 0.0869565217]"
해리준,2004-01-01,DKB,kaggle,"[0.3333333333, 0.0476190476, 0.3333333333, 0.0, 0.2857142857]"
하루,1994-07-06,Gate9,kaggle,"[0.0869565217, 0.347826087, 0.2173913043, 0.1739130435, 0.1739130435]"
하루,1997-02-26,Ho1iday,kaggle,"[0.1818181818, 0.1363636364, 0.3636363636, 0.0454545455, 0.2727272727]"
하루,2000-02-21,NATURE,kaggle,"[0.1818181818, 0.0454545455, 0.4545454545, 0.2727272727, 0.0454545455]"
하루나,2006-01-30,Billlie,kaggle,"[0.1363636364, 0.0454545455, 0.5454545455, 0.2272727273, 0.0454545455]"
하루토,2004-04-05,Treasure,kaggle,"[0.4347826087, 0.0434782609, 0.3043478261, 0.1304347826, 0.0869565217]"
하슬,1997-08-18,LOONA,kaggle,"[0.0434782609, 0.0869565217, 0.3913043478, 0.1739130435, 0.3043478261]"
하빛,1999-06-07,TRENDZ,kaggle,"[0.3181818182, 0.2272727273, 0.1818181818, 0.2727272727, 0.0]"
하윤,1998-11-21,Bonus Baby,kaggle,"[0.1818181818, 0.0454545455, 0.1818181818, 0.1363636364, 0.4545454545]"
